order_id,customer_id,order_date,region,segment,payment_method,channel,status,product_category,product_name,unit_price,quantity,discount_pct,gross_sales,discount_amount,net_sales,year_month
5432,1911,2024-11-20,Midwest,Mainstream,Card,Online,completed,Beauty,Skincare,35,1,0.05,35,1.75,33.25,2024-11
5433,1183,2024-03-24,Northeast,Mainstream,PayPal,Online,completed,Groceries,Bread,3,4,0.05,12,0.6000000000000001,11.4,2024-03
5434,2310,2024-06-05,Northeast,Mainstream,Apple Pay,Online,completed,Clothing,Jacket,79,4,0.1,316,31.6,284.4,2024-06
5435,1471,2024-03-25,Midwest,Mainstream,Card,Online,completed,Beauty,Perfume,35,3,0.05,105,5.25,99.75,2024-03
5436,2398,2024-09-09,Northeast,Mainstream,Card,Online,completed,Beauty,Perfume,35,2,0.0,70,0.0,70.0,2024-09
5438,1748,2024-08-10,Northeast,Budget,Card,In-Store,completed,Home,Sofa,399,3,0.0,1197,0.0,1197.0,2024-08
5439,1536,2024-10-02,Northeast,Budget,Card,Online,completed,Clothing,Jeans,49,3,0.15,147,22.05,124.95,2024-10
5440,1801,2024-10-09,Midwest,Premium,Card,In-Store,completed,Sports,Bike Helmet,80,4,0.0,320,0.0,320.0,2024-10
5442,1919,2024-09-02,South,Budget,Card,Online,completed,Groceries,Rice,3,4,0.05,12,0.6000000000000001,11.4,2024-09
5443,1509,2024-12-06,South,Budget,Apple Pay,Online,completed,Home,Lamp,199,1,0.1,199,19.900000000000002,179.1,2024-12
5444,1629,2024-03-01,West,Mainstream,Card,In-Store,completed,Sports,Tennis Racket,80,3,0.0,240,0.0,240.0,2024-03
5445,2001,2024-09-15,West,Budget,Card,In-Store,completed,Beauty,Lotion,15,1,0.0,15,0.0,15.0,2024-09
5446,2096,2024-01-07,South,Mainstream,Card,Online,completed,Home,Lamp,129,1,0.0,129,0.0,129.0,2024-01
5447,2305,2024-07-06,Midwest,Premium,PayPal,Online,completed,Sports,Tennis Racket,15,3,0.02,45,0.9,44.1,2024-07
5448,1915,2024-01-04,South,Budget,Apple Pay,In-Store,completed,Electronics,Smartphone,799,2,0.0,1598,0.0,1598.0,2024-01
5449,2383,2024-08-18,South,Budget,Card,Online,completed,Toys,Doll,50,2,0.1,100,10.0,90.0,2024-08
5450,2033,2024-05-12,Midwest,Budget,Card,Online,completed,Clothing,Shoes,79,1,0.05,79,3.95,75.05,2024-05
5451,2234,2024-05-04,South,Budget,Card,In-Store,completed,Beauty,Makeup,35,1,0.0,35,0.0,35.0,2024-05
5452,1151,2024-01-15,South,Mainstream,Card,Online,completed,Clothing,Shoes,29,2,0.0,58,0.0,58.0,2024-01
5453,2028,2024-01-13,Midwest,Budget,Cash,Online,completed,Groceries,Coffee,12,3,0.05,36,1.8,34.2,2024-01
5454,2218,2024-04-27,West,Mainstream,PayPal,Online,completed,Sports,Running Shoes,15,2,0.1,30,3.0,27.0,2024-04
5455,2306,2024-08-27,West,Mainstream,Card,Online,completed,Groceries,Coffee,2,2,0.05,4,0.2,3.8,2024-08
5456,1463,2024-09-19,West,Premium,Apple Pay,Online,completed,Sports,Yoga Mat,150,4,0.02,600,12.0,588.0,2024-09
5457,2136,2024-12-25,South,Mainstream,PayPal,In-Store,completed,Groceries,Bread,3,2,0.0,6,0.0,6.0,2024-12
5458,1270,2024-01-06,Northeast,Budget,Card,Online,completed,Clothing,Shoes,19,4,0.05,76,3.8000000000000003,72.2,2024-01
5460,1459,2024-08-18,Northeast,Mainstream,Card,Online,completed,Electronics,Laptop,799,2,0.0,1598,0.0,1598.0,2024-08
5461,1104,2024-01-30,Midwest,Budget,Card,In-Store,completed,Groceries,Bread,2,4,0.0,8,0.0,8.0,2024-01
5462,2305,2024-01-22,South,Budget,Cash,Online,completed,Beauty,Shampoo,35,3,0.15,105,15.75,89.25,2024-01
5463,1161,2024-06-04,South,Premium,PayPal,Online,completed,Electronics,Headphones,199,3,0.0,597,0.0,597.0,2024-06
5464,1350,2024-04-27,South,Budget,Card,Online,completed,Clothing,Jeans,79,2,0.05,158,7.9,150.1,2024-04
5465,1433,2024-12-05,West,Budget,Card,In-Store,completed,Groceries,Coffee,8,1,0.0,8,0.0,8.0,2024-12
5466,1851,2024-07-11,Northeast,Mainstream,PayPal,Online,completed,Beauty,Lotion,60,4,0.1,240,24.0,216.0,2024-07
5467,1139,2024-12-11,West,Budget,PayPal,Online,completed,Beauty,Makeup,60,1,0.1,60,6.0,54.0,2024-12
5469,2155,2024-06-16,West,Budget,Apple Pay,In-Store,completed,Electronics,Smartwatch,999,1,0.0,999,0.0,999.0,2024-06
5470,1086,2024-08-26,South,Mainstream,Card,Online,completed,Electronics,Smartwatch,999,3,0.05,2997,149.85,2847.15,2024-08
5471,1182,2024-12-27,South,Premium,Card,In-Store,completed,Home,Chair,49,4,0.02,196,3.92,192.08,2024-12
5472,1367,2024-08-31,West,Mainstream,Apple Pay,Online,completed,Clothing,Jeans,99,1,0.0,99,0.0,99.0,2024-08
5473,1128,2024-03-09,South,Budget,Apple Pay,Online,completed,Groceries,Eggs,8,4,0.05,32,1.6,30.4,2024-03
5474,2269,2024-04-04,South,Budget,Card,Online,completed,Groceries,Coffee,5,2,0.1,10,1.0,9.0,2024-04
5475,1669,2024-03-17,South,Mainstream,Card,In-Store,completed,Clothing,Jeans,49,3,0.0,147,0.0,147.0,2024-03
5476,2401,2024-06-19,Northeast,Mainstream,Card,Online,completed,Home,Cookware,399,3,0.05,1197,59.85,1137.15,2024-06
5477,1148,2024-01-01,South,Mainstream,PayPal,Online,completed,Sports,Running Shoes,15,3,0.0,45,0.0,45.0,2024-01
5478,1984,2024-03-02,Midwest,Mainstream,PayPal,Online,completed,Electronics,Laptop,799,3,0.0,2397,0.0,2397.0,2024-03
5479,1851,2024-07-25,Midwest,Premium,PayPal,In-Store,completed,Clothing,Shoes,99,1,0.0,99,0.0,99.0,2024-07
5480,2456,2024-06-02,Northeast,Budget,Card,Online,completed,Home,Bedding,49,3,0.05,147,7.3500000000000005,139.65,2024-06
5481,1627,2024-09-30,West,Budget,Card,Online,completed,Clothing,Jeans,79,3,0.05,237,11.850000000000001,225.15,2024-09
5482,2492,2024-02-17,South,Premium,Card,Online,completed,Groceries,Rice,8,3,0.02,24,0.48,23.52,2024-02
5483,1445,2024-05-16,South,Budget,Card,Online,completed,Beauty,Skincare,60,1,0.15,60,9.0,51.0,2024-05
5484,1883,2024-01-01,West,Budget,Apple Pay,Online,completed,Clothing,Jacket,19,3,0.05,57,2.85,54.15,2024-01
5485,1293,2024-08-22,South,Mainstream,Card,Online,completed,Beauty,Makeup,60,1,0.05,60,3.0,57.0,2024-08
5486,2166,2024-09-12,West,Budget,Card,Online,completed,Beauty,Skincare,35,2,0.1,70,7.0,63.0,2024-09
5487,1249,2024-04-16,Midwest,Budget,PayPal,Online,completed,Toys,Doll,80,3,0.1,240,24.0,216.0,2024-04
5488,1877,2024-06-21,Midwest,Premium,Card,In-Store,completed,Groceries,Bread,2,2,0.0,4,0.0,4.0,2024-06
5489,1947,2024-05-09,South,Budget,Apple Pay,Online,completed,Groceries,Rice,8,4,0.1,32,3.2,28.8,2024-05
5490,1974,2024-10-20,South,Mainstream,Card,Online,completed,Beauty,Perfume,9,3,0.05,27,1.35,25.65,2024-10
5491,2325,2024-02-09,South,Budget,PayPal,In-Store,completed,Sports,Running Shoes,80,2,0.0,160,0.0,160.0,2024-02
5492,2048,2024-12-03,South,Mainstream,PayPal,In-Store,completed,Groceries,Coffee,8,3,0.0,24,0.0,24.0,2024-12
5493,1788,2024-01-16,Northeast,Budget,Card,Online,completed,Electronics,Headphones,799,2,0.05,1598,79.9,1518.1,2024-01
5494,1983,2024-05-06,West,Mainstream,Card,In-Store,completed,Groceries,Eggs,12,1,0.0,12,0.0,12.0,2024-05
5495,1888,2024-12-14,South,Budget,Card,In-Store,completed,Clothing,Shoes,79,3,0.0,237,0.0,237.0,2024-12
5497,1069,2024-05-13,South,Mainstream,Card,Online,completed,Clothing,Shoes,79,3,0.0,237,0.0,237.0,2024-05
5498,1624,2024-09-15,Midwest,Budget,Apple Pay,In-Store,completed,Groceries,Coffee,5,3,0.0,15,0.0,15.0,2024-09
5499,1874,2024-01-14,West,Budget,Card,Online,completed,Toys,RC Car,10,4,0.1,40,4.0,36.0,2024-01
5500,2135,2024-03-06,West,Mainstream,Card,Online,completed,Groceries,Rice,5,1,0.05,5,0.25,4.75,2024-03
5501,2387,2024-12-16,South,Budget,Card,Online,completed,Toys,RC Car,50,2,0.1,100,10.0,90.0,2024-12
5502,2326,2024-12-07,West,Premium,PayPal,Online,completed,Beauty,Shampoo,25,3,0.0,75,0.0,75.0,2024-12
5503,1470,2024-07-13,South,Budget,Apple Pay,In-Store,completed,Clothing,Dress,99,2,0.0,198,0.0,198.0,2024-07
5504,1090,2024-04-23,Northeast,Mainstream,Card,In-Store,completed,Home,Lamp,399,2,0.0,798,0.0,798.0,2024-04
5505,1529,2024-06-07,Midwest,Mainstream,Card,In-Store,completed,Groceries,Rice,8,3,0.0,24,0.0,24.0,2024-06
5506,1660,2024-06-09,West,Budget,Card,Online,completed,Home,Sofa,49,1,0.05,49,2.45,46.55,2024-06
5507,1738,2024-09-10,West,Budget,Card,Online,completed,Groceries,Milk,12,3,0.15,36,5.3999999999999995,30.6,2024-09
5508,1725,2024-01-15,Northeast,Budget,Cash,Online,completed,Sports,Dumbbells,25,4,0.05,100,5.0,95.0,2024-01
5509,1871,2024-02-06,West,Premium,Card,Online,completed,Electronics,Smartphone,299,3,0.0,897,0.0,897.0,2024-02
5510,1191,2024-06-03,West,Mainstream,Apple Pay,In-Store,completed,Groceries,Bread,2,4,0.0,8,0.0,8.0,2024-06
5511,2265,2024-01-27,South,Mainstream,Card,Online,completed,Electronics,Laptop,299,3,0.1,897,89.7,807.3,2024-01
5513,1344,2024-03-07,South,Budget,Card,Online,completed,Electronics,Headphones,299,4,0.1,1196,119.60000000000001,1076.4,2024-03
5514,2203,2024-01-30,Northeast,Mainstream,Apple Pay,Online,completed,Sports,Bike Helmet,25,2,0.1,50,5.0,45.0,2024-01
5515,2008,2024-04-05,West,Premium,Apple Pay,Online,completed,Clothing,Jacket,19,1,0.02,19,0.38,18.62,2024-04
5516,1502,2024-08-02,South,Budget,Apple Pay,In-Store,completed,Beauty,Shampoo,35,2,0.0,70,0.0,70.0,2024-08
5518,1572,2024-05-14,Northeast,Budget,Card,Online,completed,Electronics,Headphones,299,4,0.1,1196,119.60000000000001,1076.4,2024-05
5519,1191,2024-10-16,Midwest,Mainstream,Card,Online,completed,Electronics,Laptop,999,4,0.1,3996,399.6,3596.4,2024-10
5520,1004,2024-02-01,South,Budget,PayPal,Online,completed,Groceries,Bread,5,4,0.05,20,1.0,19.0,2024-02
5521,2260,2024-02-08,South,Mainstream,Apple Pay,In-Store,completed,Home,Sofa,399,2,0.0,798,0.0,798.0,2024-02
5522,1310,2024-12-17,Midwest,Premium,Card,Online,completed,Groceries,Bread,12,4,0.02,48,0.96,47.04,2024-12
5523,1548,2024-07-24,Northeast,Mainstream,Apple Pay,In-Store,completed,Beauty,Shampoo,9,3,0.0,27,0.0,27.0,2024-07
5524,1055,2024-02-12,West,Premium,Cash,Online,completed,Groceries,Bread,12,1,0.05,12,0.6000000000000001,11.4,2024-02
5525,1442,2024-12-02,South,Budget,Card,Online,completed,Sports,Dumbbells,45,2,0.05,90,4.5,85.5,2024-12
5526,2260,2024-09-15,South,Premium,Card,Online,completed,Home,Sofa,89,4,0.02,356,7.12,348.88,2024-09
5527,1869,2024-09-05,Northeast,Premium,Card,Online,completed,Home,Cookware,49,2,0.0,98,0.0,98.0,2024-09
5528,2220,2024-03-14,Northeast,Budget,Card,Online,completed,Home,Lamp,399,3,0.05,1197,59.85,1137.15,2024-03
5530,1751,2025-01-01,South,Premium,Card,Online,completed,Home,Cookware,199,4,0.0,796,0.0,796.0,2025-01
5531,2472,2024-10-22,Midwest,Budget,Cash,In-Store,completed,Groceries,Coffee,8,4,0.0,32,0.0,32.0,2024-10
5532,1359,2024-09-30,Northeast,Mainstream,PayPal,Online,completed,Electronics,Headphones,799,4,0.0,3196,0.0,3196.0,2024-09
5533,1818,2024-11-18,Midwest,Mainstream,Apple Pay,Online,completed,Groceries,Coffee,5,3,0.05,15,0.75,14.25,2024-11
5534,1029,2024-12-24,West,Budget,Cash,Online,completed,Beauty,Makeup,15,3,0.05,45,2.25,42.75,2024-12
5535,1107,2024-07-08,South,Mainstream,Cash,Online,completed,Electronics,Headphones,299,2,0.05,598,29.900000000000002,568.1,2024-07
5537,1716,2024-10-28,West,Budget,Card,Online,completed,Toys,Board Game,80,4,0.05,320,16.0,304.0,2024-10
5539,1959,2024-11-26,Northeast,Mainstream,Apple Pay,Online,completed,Clothing,T-shirt,49,2,0.0,98,0.0,98.0,2024-11
5540,2468,2024-12-18,South,Premium,Card,Online,completed,Electronics,Smartwatch,199,4,0.0,796,0.0,796.0,2024-12
5541,1892,2024-10-08,Northeast,Mainstream,Card,In-Store,completed,Sports,Tennis Racket,45,3,0.0,135,0.0,135.0,2024-10
5542,2461,2024-06-14,West,Mainstream,Card,Online,completed,Electronics,Laptop,499,1,0.1,499,49.900000000000006,449.1,2024-06
5543,1731,2024-10-04,Midwest,Mainstream,Card,Online,completed,Electronics,Laptop,199,1,0.0,199,0.0,199.0,2024-10
5544,1605,2024-01-26,West,Mainstream,PayPal,Online,completed,Groceries,Eggs,5,4,0.0,20,0.0,20.0,2024-01
5545,1456,2024-03-13,Northeast,Premium,Card,In-Store,completed,Groceries,Coffee,8,3,0.0,24,0.0,24.0,2024-03
5546,1614,2024-04-24,South,Mainstream,Card,Online,completed,Toys,Doll,20,3,0.05,60,3.0,57.0,2024-04
5547,1697,2024-02-20,Northeast,Mainstream,PayPal,Online,completed,Groceries,Milk,5,2,0.05,10,0.5,9.5,2024-02
5548,1673,2024-06-19,South,Budget,PayPal,Online,completed,Beauty,Skincare,35,1,0.15,35,5.25,29.75,2024-06
5550,1542,2024-01-03,South,Mainstream,Card,Online,completed,Clothing,Jacket,29,4,0.0,116,0.0,116.0,2024-01
5551,1856,2024-07-28,West,Budget,Card,In-Store,completed,Clothing,T-shirt,29,1,0.0,29,0.0,29.0,2024-07
5552,1896,2024-12-03,Northeast,Mainstream,Card,Online,completed,Sports,Tennis Racket,25,1,0.0,25,0.0,25.0,2024-12
5553,2462,2024-10-27,South,Mainstream,Card,Online,completed,Groceries,Milk,2,1,0.0,2,0.0,2.0,2024-10
5556,1110,2024-06-15,South,Budget,Apple Pay,Online,completed,Beauty,Perfume,35,3,0.1,105,10.5,94.5,2024-06
5557,1384,2024-09-21,West,Mainstream,Card,Online,completed,Home,Sofa,199,1,0.05,199,9.950000000000001,189.05,2024-09
5558,1760,2024-08-14,South,Budget,Card,In-Store,completed,Sports,Running Shoes,45,3,0.0,135,0.0,135.0,2024-08
5559,2214,2024-05-30,South,Budget,Cash,Online,completed,Toys,Board Game,30,3,0.05,90,4.5,85.5,2024-05
5560,1693,2024-09-24,West,Budget,Cash,Online,completed,Home,Lamp,199,4,0.1,796,79.60000000000001,716.4,2024-09
5561,2449,2024-04-25,West,Mainstream,Card,Online,completed,Home,Sofa,199,3,0.1,597,59.7,537.3,2024-04
5562,1404,2024-03-28,West,Budget,Card,In-Store,completed,Electronics,Smartwatch,799,1,0.0,799,0.0,799.0,2024-03
5563,2358,2024-11-13,West,Premium,PayPal,Online,completed,Beauty,Makeup,15,3,0.05,45,2.25,42.75,2024-11
5564,2232,2024-08-29,Northeast,Budget,Card,In-Store,completed,Groceries,Milk,12,1,0.0,12,0.0,12.0,2024-08
5565,1021,2024-12-25,Midwest,Mainstream,Card,Online,completed,Sports,Yoga Mat,150,2,0.0,300,0.0,300.0,2024-12
5566,1677,2024-11-24,South,Mainstream,Apple Pay,Online,completed,Sports,Running Shoes,15,1,0.0,15,0.0,15.0,2024-11
5567,1610,2024-11-28,South,Premium,Card,Online,completed,Groceries,Coffee,3,4,0.0,12,0.0,12.0,2024-11
5568,2231,2024-02-09,Northeast,Budget,Apple Pay,In-Store,completed,Sports,Dumbbells,150,3,0.0,450,0.0,450.0,2024-02
5569,1007,2024-06-30,South,Budget,Card,In-Store,completed,Home,Sofa,49,3,0.0,147,0.0,147.0,2024-06
5570,1701,2024-07-27,West,Mainstream,Cash,Online,completed,Groceries,Bread,3,2,0.05,6,0.30000000000000004,5.7,2024-07
5571,1528,2024-09-29,West,Mainstream,Cash,In-Store,completed,Electronics,Tablet,199,2,0.0,398,0.0,398.0,2024-09
5572,1601,2024-04-28,Midwest,Budget,Cash,Online,completed,Beauty,Skincare,25,1,0.05,25,1.25,23.75,2024-04
5573,1656,2024-01-24,South,Budget,Card,In-Store,completed,Sports,Running Shoes,45,1,0.0,45,0.0,45.0,2024-01
5574,1165,2024-09-14,Midwest,Mainstream,Card,Online,completed,Home,Lamp,399,1,0.05,399,19.950000000000003,379.05,2024-09
5575,1848,2024-04-01,Midwest,Budget,Card,Online,completed,Groceries,Coffee,2,4,0.15,8,1.2,6.8,2024-04
5577,1589,2024-05-28,Northeast,Mainstream,Card,In-Store,completed,Home,Bedding,49,1,0.0,49,0.0,49.0,2024-05
5578,1428,2024-04-26,South,Mainstream,Cash,Online,completed,Clothing,Jacket,79,2,0.1,158,15.8,142.2,2024-04
5579,1773,2024-02-22,West,Premium,Card,In-Store,completed,Clothing,T-shirt,49,2,0.02,98,1.96,96.04,2024-02
5580,1162,2024-10-28,West,Budget,Card,Online,completed,Clothing,Jeans,19,3,0.05,57,2.85,54.15,2024-10
5581,1365,2024-02-14,South,Mainstream,Card,In-Store,completed,Electronics,Laptop,999,2,0.0,1998,0.0,1998.0,2024-02
5583,1071,2024-09-18,West,Budget,PayPal,In-Store,completed,Groceries,Rice,12,2,0.0,24,0.0,24.0,2024-09
5584,2468,2024-11-02,Midwest,Mainstream,Cash,Online,completed,Sports,Dumbbells,80,4,0.0,320,0.0,320.0,2024-11
5585,1654,2024-08-21,West,Mainstream,Card,Online,completed,Home,Lamp,199,1,0.0,199,0.0,199.0,2024-08
5586,1268,2024-02-04,South,Premium,Apple Pay,Online,completed,Home,Chair,49,2,0.02,98,1.96,96.04,2024-02
5587,1414,2024-12-03,Northeast,Mainstream,Card,Online,completed,Home,Sofa,89,4,0.0,356,0.0,356.0,2024-12
5588,2268,2024-07-15,Northeast,Budget,Apple Pay,Online,completed,Groceries,Coffee,8,2,0.05,16,0.8,15.2,2024-07
5589,2015,2024-01-25,Midwest,Budget,Cash,Online,completed,Sports,Running Shoes,80,2,0.15,160,24.0,136.0,2024-01
5590,1674,2024-07-20,Northeast,Mainstream,Card,Online,completed,Sports,Bike Helmet,25,3,0.0,75,0.0,75.0,2024-07
5591,2083,2024-09-29,Northeast,Mainstream,Card,Online,completed,Groceries,Eggs,8,1,0.05,8,0.4,7.6,2024-09
5592,1005,2024-02-05,South,Budget,Card,In-Store,completed,Beauty,Perfume,15,4,0.0,60,0.0,60.0,2024-02
5593,1981,2024-08-10,South,Mainstream,PayPal,In-Store,completed,Toys,Lego Set,30,1,0.0,30,0.0,30.0,2024-08
5594,1569,2024-12-17,South,Premium,Apple Pay,Online,completed,Clothing,Jacket,49,2,0.0,98,0.0,98.0,2024-12
5595,1406,2024-10-03,Northeast,Mainstream,Card,Online,completed,Home,Bedding,199,1,0.05,199,9.950000000000001,189.05,2024-10
5596,2240,2024-01-18,West,Mainstream,Card,In-Store,completed,Home,Cookware,199,1,0.0,199,0.0,199.0,2024-01
5597,1025,2024-07-06,Northeast,Premium,Card,Online,completed,Groceries,Bread,12,4,0.02,48,0.96,47.04,2024-07
5599,1985,2024-05-21,South,Budget,PayPal,In-Store,completed,Electronics,Smartphone,299,3,0.0,897,0.0,897.0,2024-05
5600,1389,2024-05-15,West,Budget,Card,Online,completed,Groceries,Coffee,2,1,0.1,2,0.2,1.8,2024-05
5601,1709,2024-11-02,South,Mainstream,Card,In-Store,completed,Electronics,Headphones,199,3,0.0,597,0.0,597.0,2024-11
5602,1570,2024-03-19,Northeast,Budget,Card,Online,completed,Clothing,Dress,19,4,0.05,76,3.8000000000000003,72.2,2024-03
5603,2471,2024-10-18,Northeast,Mainstream,Cash,Online,completed,Home,Sofa,89,1,0.1,89,8.9,80.1,2024-10
5604,1753,2024-03-02,Midwest,Premium,Card,Online,completed,Beauty,Skincare,15,2,0.05,30,1.5,28.5,2024-03
5605,1145,2024-05-08,Midwest,Budget,Card,Online,completed,Sports,Running Shoes,25,1,0.05,25,1.25,23.75,2024-05
5606,2411,2024-12-06,South,Mainstream,PayPal,In-Store,completed,Electronics,Tablet,999,3,0.0,2997,0.0,2997.0,2024-12
5607,1784,2024-10-24,Northeast,Mainstream,Card,Online,completed,Clothing,Jacket,79,3,0.05,237,11.850000000000001,225.15,2024-10
5608,2272,2024-09-13,South,Budget,Card,Online,completed,Groceries,Rice,8,3,0.1,24,2.4000000000000004,21.6,2024-09
5609,1525,2024-07-30,Midwest,Mainstream,Card,In-Store,completed,Groceries,Milk,5,2,0.0,10,0.0,10.0,2024-07
5610,2485,2024-02-23,Midwest,Mainstream,PayPal,In-Store,completed,Clothing,Dress,99,4,0.0,396,0.0,396.0,2024-02
5611,1012,2024-06-23,Northeast,Mainstream,Card,Online,completed,Sports,Dumbbells,80,1,0.05,80,4.0,76.0,2024-06
5613,1383,2024-02-08,South,Mainstream,PayPal,Online,completed,Home,Cookware,49,1,0.1,49,4.9,44.1,2024-02
5614,1555,2024-09-19,Midwest,Budget,Card,Online,completed,Beauty,Makeup,25,3,0.1,75,7.5,67.5,2024-09
5615,1886,2024-05-29,Midwest,Mainstream,Apple Pay,In-Store,completed,Groceries,Milk,2,3,0.0,6,0.0,6.0,2024-05
5617,1018,2024-06-26,South,Mainstream,PayPal,Online,completed,Toys,RC Car,50,1,0.0,50,0.0,50.0,2024-06
5618,1574,2024-10-27,South,Budget,PayPal,Online,completed,Groceries,Coffee,2,4,0.1,8,0.8,7.2,2024-10
5619,1750,2024-11-25,South,Budget,PayPal,In-Store,completed,Home,Cookware,129,1,0.0,129,0.0,129.0,2024-11
5620,2003,2024-04-29,South,Budget,Card,Online,completed,Clothing,Dress,79,1,0.1,79,7.9,71.1,2024-04
5621,1418,2024-03-12,Northeast,Mainstream,Card,Online,completed,Electronics,Laptop,499,3,0.05,1497,74.85000000000001,1422.15,2024-03
5622,2360,2024-08-06,South,Budget,PayPal,Online,completed,Electronics,Smartwatch,499,1,0.1,499,49.900000000000006,449.1,2024-08
5623,1418,2024-10-28,Northeast,Mainstream,PayPal,In-Store,completed,Clothing,Jacket,49,1,0.0,49,0.0,49.0,2024-10
5624,1121,2024-05-02,West,Budget,Apple Pay,In-Store,completed,Electronics,Tablet,499,4,0.0,1996,0.0,1996.0,2024-05
5625,1431,2024-08-31,Midwest,Mainstream,Apple Pay,Online,completed,Beauty,Makeup,25,4,0.05,100,5.0,95.0,2024-08
5626,1043,2024-03-15,Northeast,Mainstream,Card,In-Store,completed,Groceries,Rice,2,3,0.0,6,0.0,6.0,2024-03
5627,2340,2024-01-06,Northeast,Budget,PayPal,Online,completed,Groceries,Coffee,2,4,0.15,8,1.2,6.8,2024-01
5628,1380,2024-01-21,South,Budget,PayPal,In-Store,completed,Electronics,Smartwatch,199,3,0.0,597,0.0,597.0,2024-01
5629,1144,2024-07-08,South,Budget,Apple Pay,In-Store,completed,Electronics,Smartphone,999,3,0.0,2997,0.0,2997.0,2024-07
5630,2350,2024-08-12,South,Mainstream,Card,In-Store,completed,Groceries,Coffee,12,3,0.0,36,0.0,36.0,2024-08
5631,1362,2024-04-12,South,Budget,PayPal,In-Store,completed,Clothing,Shoes,49,1,0.0,49,0.0,49.0,2024-04
5632,2073,2024-12-09,West,Mainstream,Card,Online,completed,Home,Lamp,129,2,0.05,258,12.9,245.1,2024-12
5633,2088,2024-04-08,Midwest,Budget,Card,Online,completed,Groceries,Eggs,2,3,0.15,6,0.8999999999999999,5.1,2024-04
5634,1354,2024-11-13,South,Mainstream,Card,Online,completed,Beauty,Perfume,60,1,0.05,60,3.0,57.0,2024-11
5635,1799,2024-12-28,West,Mainstream,Apple Pay,Online,completed,Beauty,Perfume,25,4,0.05,100,5.0,95.0,2024-12
5636,2187,2024-03-23,Northeast,Budget,PayPal,Online,completed,Groceries,Milk,3,4,0.05,12,0.6000000000000001,11.4,2024-03
5637,2164,2024-06-29,Northeast,Mainstream,Cash,In-Store,completed,Sports,Bike Helmet,25,2,0.0,50,0.0,50.0,2024-06
5638,1825,2024-05-31,South,Premium,Card,Online,completed,Sports,Running Shoes,80,4,0.0,320,0.0,320.0,2024-05
5639,2151,2024-02-25,Midwest,Budget,PayPal,In-Store,completed,Clothing,Dress,29,1,0.0,29,0.0,29.0,2024-02
5640,1397,2024-07-08,South,Mainstream,Apple Pay,Online,completed,Toys,Lego Set,80,4,0.05,320,16.0,304.0,2024-07
5641,1879,2024-01-22,Northeast,Budget,Card,In-Store,completed,Toys,Board Game,30,2,0.0,60,0.0,60.0,2024-01
5642,1462,2024-03-08,West,Mainstream,Apple Pay,Online,completed,Electronics,Smartwatch,499,3,0.05,1497,74.85000000000001,1422.15,2024-03
5644,1186,2024-01-10,West,Premium,Apple Pay,In-Store,completed,Electronics,Laptop,199,1,0.02,199,3.98,195.02,2024-01
5645,1731,2024-03-06,West,Budget,Cash,In-Store,completed,Clothing,Jeans,99,3,0.0,297,0.0,297.0,2024-03
5646,2213,2024-09-20,South,Mainstream,Card,Online,completed,Beauty,Shampoo,15,1,0.05,15,0.75,14.25,2024-09
5647,2411,2024-08-12,West,Mainstream,Card,In-Store,completed,Groceries,Eggs,12,2,0.0,24,0.0,24.0,2024-08
5648,1428,2024-05-02,Midwest,Budget,Card,In-Store,completed,Clothing,Jacket,29,3,0.0,87,0.0,87.0,2024-05
5649,1857,2024-02-07,West,Budget,Card,In-Store,completed,Electronics,Headphones,299,3,0.0,897,0.0,897.0,2024-02
5650,2307,2024-05-02,South,Mainstream,Cash,Online,completed,Groceries,Milk,8,2,0.05,16,0.8,15.2,2024-05
5651,1236,2024-11-13,West,Budget,Card,Online,completed,Electronics,Headphones,799,2,0.15,1598,239.7,1358.3,2024-11
5652,2217,2024-06-04,Northeast,Premium,Apple Pay,Online,completed,Electronics,Headphones,499,1,0.02,499,9.98,489.02,2024-06
5653,2310,2024-10-27,West,Premium,PayPal,Online,completed,Sports,Bike Helmet,25,2,0.02,50,1.0,49.0,2024-10
5654,1770,2024-11-16,South,Mainstream,Apple Pay,In-Store,completed,Beauty,Skincare,15,4,0.0,60,0.0,60.0,2024-11
5655,1757,2024-03-07,Northeast,Mainstream,PayPal,Online,completed,Toys,Board Game,30,4,0.05,120,6.0,114.0,2024-03
5656,1135,2024-05-12,Northeast,Budget,Card,Online,completed,Sports,Tennis Racket,45,2,0.15,90,13.5,76.5,2024-05
5657,1791,2024-12-27,South,Premium,Card,Online,completed,Sports,Yoga Mat,80,1,0.0,80,0.0,80.0,2024-12
5658,1170,2024-05-19,South,Budget,Card,Online,completed,Electronics,Smartphone,499,4,0.15,1996,299.4,1696.6,2024-05
5659,1158,2024-03-22,Northeast,Budget,PayPal,Online,completed,Home,Lamp,399,3,0.05,1197,59.85,1137.15,2024-03
5660,1200,2024-02-27,Northeast,Budget,Apple Pay,Online,completed,Home,Sofa,49,1,0.05,49,2.45,46.55,2024-02
5662,1582,2024-05-10,South,Budget,Card,Online,completed,Beauty,Perfume,60,2,0.05,120,6.0,114.0,2024-05
5663,1875,2024-03-09,South,Premium,Cash,Online,completed,Beauty,Shampoo,15,1,0.0,15,0.0,15.0,2024-03
5664,1370,2024-12-10,West,Mainstream,Cash,Online,completed,Clothing,Jeans,19,1,0.05,19,0.9500000000000001,18.05,2024-12
